"Chromosome","Position","snipdx.gene"
"chr6",137723544,NA
"chr6",138477031,NA
"chr6",139292683,NA
"chr6",139808819,NA
"chr6",140332096,NA
"chr6",140953328,NA
"chr6",141560700,NA
"chr6",142175424,NA
"chr6",142175425,NA
"chr6",142735816,NA
"chr6",143312083,NA
"chr6",144305568,NA
"chr6",144771845,NA
"chr6",145557168,NA
"chr6",145557179,NA
"chr6",145557193,NA
"chr6",145557239,NA
"chr6",145557250,NA
"chr6",145557262,NA
"chr6",145557264,NA
"chr6",146207562,NA
"chr6",146207563,NA
"chr6",146876808,NA
"chr6",147587330,NA
"chr6",147587331,NA
"chr6",148266753,NA
"chr6",149027366,NA
"chr6",150318281,NA
"chr6",150318285,NA
"chr6",150318298,NA
"chr6",150318303,NA
"chr6",150318351,NA
"chr6",150768167,NA
"chr6",150768169,NA
"chr6",150768175,NA
"chr6",150768185,NA
"chr6",150768199,NA
"chr6",150768200,NA
"chr6",150768213,NA
"chr6",150768221,NA
"chr6",150768227,NA
"chr6",150768237,NA
"chr6",150768244,NA
"chr6",150768252,NA
"chr6",151317484,NA
"chr6",151896235,NA
"chr6",152453558,NA
"chr6",152453559,NA
"chr6",153023184,NA
"chr6",153412476,NA
"chr6",153649896,NA
"chr6",153649897,NA
"chr6",154169089,NA
"chr6",154698358,NA
"chr6",155190611,NA
"chr6",155699620,NA
"chr6",156353867,NA
"chr6",157042018,NA
"chr6",157715926,NA
"chr6",158877932,NA
"chr6",158877934,NA
"chr6",158877937,NA
"chr6",158877941,NA
"chr6",158877943,NA
"chr6",158877951,NA
"chr6",158877972,NA
"chr6",158877993,NA
"chr6",159220518,NA
"chr6",159220533,NA
"chr6",159220536,NA
"chr6",159220539,NA
"chr6",159220586,NA
"chr6",159220601,NA
"chr6",159220603,NA
"chr6",159557802,NA
"chr6",159557839,NA
"chr6",159557842,NA
"chr6",159557847,NA
"chr6",159557870,NA
"chr6",159989721,NA
"chr6",160911908,NA
"chr6",161377556,NA
"chr6",161377557,NA
"chr6",161377600,NA
"chr6",161377611,NA
"chr6",161377624,NA
"chr6",161377625,NA
"chr6",161377626,NA
"chr6",161377633,NA
"chr6",161377648,NA
"chr6",161377653,NA
"chr6",162170039,NA
"chr6",162245686,NA
"chr6",162245689,NA
"chr6",162245701,NA
"chr6",162245704,NA
"chr6",162245709,NA
"chr6",162245738,NA
"chr6",162245739,NA
"chr6",162746359,NA
"chr6",163220429,NA
"chr6",163220445,NA
"chr6",163220451,NA
"chr6",163220459,NA
"chr6",163220466,NA
"chr6",163220490,NA
"chr6",163517035,NA
"chr6",163528948,NA
"chr6",164341220,NA
"chr6",165014556,NA
"chr6",165732635,NA
"chr6",165732670,NA
"chr6",165732699,NA
"chr6",165732711,NA
"chr6",166182483,NA
"chr6",166182491,NA
"chr6",166182503,NA
"chr6",166182510,NA
"chr6",166182532,NA
"chr6",166182536,NA
"chr6",166653963,NA
"chr6",167630439,NA
"chr6",168071995,NA
"chr6",168494289,NA
"chr6",168926327,NA
"chr6",169364839,NA
"chr6",169364841,NA
"chr6",169364842,NA
"chr6",169364867,NA
"chr6",169364882,NA
"chr6",169364887,NA
"chr6",169364914,NA
"chr6",169364939,NA
"chr6",169592919,NA
"chr6",169592946,NA
"chr6",169592955,NA
"chr6",169592969,NA
"chr6",169592992,NA
"chr6",169644032,NA
"chr6",170198264,NA
"chr6",170798891,NA
"chr7",456709,NA
"chr7",861952,NA
"chr7",1672540,NA
"chr7",2166514,NA
"chr7",2640378,NA
"chr7",3372249,NA
"chr7",4089900,NA
"chr7",4798533,NA
"chr7",5618237,NA
"chr7",6372038,NA
"chr7",7093233,NA
"chr7",7888614,NA
"chr7",7888618,NA
"chr7",7888627,NA
"chr7",7888632,NA
"chr7",7888658,NA
"chr7",7888670,NA
"chr7",7888680,NA
"chr7",7888689,NA
"chr7",7888710,NA
"chr7",8588980,NA
"chr7",8589012,NA
"chr7",8589015,NA
"chr7",8589018,NA
"chr7",8589029,NA
"chr7",8589052,NA
"chr7",8589054,NA
"chr7",8589058,NA
"chr7",8589060,NA
"chr7",8589064,NA
"chr7",8589071,NA
"chr7",9146333,NA
"chr7",9687418,NA
"chr7",10246371,NA
"chr7",10806198,NA
"chr7",10806213,NA
"chr7",10806219,NA
"chr7",10806226,NA
"chr7",10806240,NA
"chr7",10806242,NA
"chr7",10806251,NA
"chr7",10806253,NA
"chr7",10806258,NA
"chr7",10806275,NA
"chr7",11276932,NA
"chr7",11276941,NA
"chr7",11276961,NA
"chr7",11276965,NA
"chr7",11276995,NA
"chr7",11277005,NA
"chr7",11277009,NA
"chr7",11277018,NA
"chr7",11277021,NA
"chr7",11691296,NA
"chr7",12051918,NA
"chr7",12051940,NA
"chr7",12051942,NA
"chr7",12051951,NA
"chr7",12051964,NA
"chr7",12051966,NA
"chr7",12252741,NA
"chr7",12262717,NA
"chr7",12262732,NA
"chr7",12262733,NA
"chr7",12262741,NA
"chr7",12262755,NA
"chr7",12262758,NA
"chr7",12262801,NA
"chr7",12463109,NA
"chr7",12498634,NA
"chr7",12498637,NA
"chr7",12498642,NA
"chr7",12498661,NA
"chr7",12498662,NA
"chr7",12498671,NA
"chr7",12498683,NA
"chr7",12498686,NA
"chr7",13272254,NA
"chr7",14505041,NA
"chr7",14505047,NA
"chr7",14505048,NA
"chr7",14505051,NA
"chr7",14717872,NA
"chr7",14717889,NA
"chr7",14717905,NA
"chr7",14717909,NA
"chr7",14717910,NA
"chr7",14717916,NA
"chr7",14717921,NA
"chr7",14717929,NA
"chr7",14717931,NA
"chr7",14717947,NA
"chr7",14717951,NA
"chr7",14717964,NA
"chr7",15054935,NA
"chr7",15054953,NA
"chr7",15054958,NA
"chr7",15054962,NA
"chr7",15054967,NA
"chr7",15054970,NA
"chr7",15707445,NA
"chr7",16365360,NA
"chr7",16365366,NA
"chr7",16365407,NA
"chr7",16365426,NA
"chr7",16584470,NA
"chr7",16603660,NA
"chr7",17065908,NA
"chr7",17065909,NA
"chr7",17065920,NA
"chr7",17065944,NA
"chr7",17065965,NA
"chr7",17814548,NA
"chr7",17814562,NA
"chr7",17814570,NA
"chr7",17814578,NA
"chr7",17814583,NA
"chr7",17814589,NA
"chr7",17814593,NA
"chr7",17814607,NA
"chr7",18171029,NA
"chr7",18182755,NA
"chr7",18693393,NA
"chr7",19254640,NA
"chr7",19254642,NA
"chr7",19254654,NA
"chr7",19254656,NA
"chr7",19254660,NA
"chr7",19254661,NA
"chr7",19254670,NA
"chr7",19254675,NA
"chr7",19254679,NA
"chr7",19254683,NA
"chr7",19254705,NA
"chr7",19254713,NA
"chr7",19254715,NA
"chr7",19616436,NA
"chr7",20418134,NA
"chr7",20418150,NA
"chr7",20418161,NA
"chr7",20418187,NA
"chr7",20418190,NA
"chr7",21142204,NA
"chr7",21860705,NA
"chr7",21860706,NA
"chr7",21860707,NA
"chr7",21860717,NA
"chr7",21860733,NA
"chr7",21860751,NA
"chr7",21860752,NA
"chr7",21860754,NA
"chr7",21860806,NA
"chr7",22416813,NA
"chr7",22416814,NA
"chr7",22416863,NA
"chr7",22416868,NA
"chr7",22416875,NA
"chr7",22416880,NA
"chr7",22416951,NA
"chr7",22416959,NA
"chr7",22416963,NA
"chr7",22987500,NA
"chr7",23293746,NA
"chr7",23731788,NA
"chr7",24164624,NA
"chr7",24898004,NA
"chr7",25508636,NA
"chr7",25508637,NA
"chr7",26183366,NA
"chr7",26812610,NA
"chr7",26812645,NA
"chr7",26812658,NA
"chr7",26812669,NA
"chr7",27405091,NA
"chr7",27999156,NA
"chr7",28634244,NA
"chr7",29862764,NA
"chr7",30514991,NA
"chr7",31058566,NA
"chr7",32230177,NA
"chr7",32894502,NA
"chr7",32894503,NA
"chr7",33381574,NA
"chr7",33799137,NA
"chr7",34285220,NA
"chr7",34285221,NA
"chr7",34786833,NA
"chr7",35283049,NA
"chr7",35677521,NA
"chr7",36179061,NA
"chr7",36685212,NA
"chr7",36685222,NA
"chr7",36685243,NA
"chr7",36685244,NA
"chr7",36685247,NA
"chr7",36685265,NA
"chr7",37952346,NA
"chr7",37952361,NA
"chr7",37952375,NA
"chr7",37952391,NA
"chr7",37952392,NA
"chr7",37952399,NA
"chr7",38109048,NA
"chr7",38109072,NA
"chr7",38109094,NA
"chr7",38109120,NA
"chr7",38109126,NA
"chr7",38109128,NA
"chr7",38545978,NA
"chr7",38545993,NA
"chr7",38546000,NA
"chr7",38546020,NA
"chr7",38546030,NA
"chr7",38995788,NA
"chr7",39426359,NA
"chr7",40028072,NA
"chr7",40352192,NA
"chr7",40352199,NA
"chr7",40352206,NA
"chr7",40352225,NA
"chr7",40352234,NA
"chr7",40352236,NA
"chr7",40352242,NA
"chr7",40352243,NA
"chr7",41017945,NA
"chr7",41017946,NA
"chr7",41017955,NA
"chr7",41017972,NA
"chr7",41017975,NA
"chr7",41017977,NA
"chr7",41017989,NA
"chr7",41017990,NA
"chr7",41017999,NA
"chr7",41071830,NA
"chr7",41071841,NA
"chr7",41071860,NA
"chr7",41071890,NA
"chr7",41461200,NA
"chr7",41901702,NA
"chr7",42777914,NA
"chr7",43288483,NA
"chr7",43288484,NA
"chr7",43732947,NA
"chr7",44217126,NA
"chr7",44626377,NA
"chr7",45127282,NA
"chr7",45705460,NA
"chr7",46268353,NA
"chr7",46268354,NA
"chr7",46268421,NA
"chr7",46780614,NA
"chr7",47288673,NA
"chr7",47795133,NA
"chr7",47795169,NA
"chr7",47795175,NA
"chr7",47795178,NA
"chr7",47795186,NA
"chr7",47802508,NA
"chr7",48461513,NA
"chr7",48461524,NA
"chr7",48461528,NA
"chr7",48461530,NA
"chr7",48461536,NA
"chr7",48461540,NA
"chr7",48461544,NA
"chr7",48461545,NA
"chr7",48461584,NA
"chr7",48461587,NA
"chr7",49061782,NA
"chr7",49061805,NA
"chr7",49061814,NA
"chr7",49061831,NA
"chr7",49061835,NA
"chr7",49061862,NA
"chr7",49061868,NA
"chr7",49061881,NA
"chr7",49620962,NA
"chr7",49620964,NA
"chr7",49620976,NA
"chr7",49620982,NA
"chr7",49621013,NA
"chr7",49621014,NA
"chr7",50180112,NA
"chr7",50739455,NA
"chr7",51143605,NA
"chr7",51582924,NA
"chr7",52020149,NA
"chr7",52444291,NA
"chr7",52444294,NA
"chr7",52444305,NA
"chr7",52444306,NA
"chr7",52444326,NA
"chr7",52444341,NA
"chr7",52444350,NA
"chr7",52444359,NA
"chr7",53013620,NA
"chr7",53013652,NA
"chr7",53013654,NA
"chr7",53013658,NA
"chr7",53013664,NA
"chr7",53013671,NA
"chr7",53722880,NA
"chr7",54131389,NA
"chr7",54564662,NA
"chr7",54564690,NA
"chr7",54564693,NA
"chr7",54564712,NA
"chr7",54564713,NA
"chr7",55136397,NA
"chr7",55662586,NA
"chr7",56181716,NA
"chr7",56749207,NA
"chr7",62509537,NA
"chr7",62838531,NA
"chr7",62838532,NA
"chr7",64109161,NA
"chr7",64721545,NA
"chr7",64721546,NA
"chr7",64895494,NA
"chr7",66116056,NA
"chr7",66720300,NA
"chr7",66720301,NA
"chr7",67074017,NA
"chr7",67566119,NA
"chr7",68232101,NA
"chr7",68232119,NA
"chr7",68232130,NA
"chr7",68232131,NA
"chr7",68232154,NA
"chr7",68232160,NA
"chr7",68903584,NA
"chr7",69570758,NA
"chr7",69570759,NA
"chr7",70215927,NA
"chr7",70859491,NA
"chr7",71297516,NA
"chr7",71869727,NA
"chr7",73147068,NA
"chr7",73744969,NA
"chr7",75312036,NA
"chr7",75312037,NA
"chr7",75685593,NA
"chr7",76037190,NA
"chr7",76812454,NA
"chr7",77237390,NA
"chr7",77722091,NA
"chr7",77722097,NA
"chr7",77827693,NA
"chr7",77827702,NA
"chr7",77827704,NA
"chr7",77827710,NA
"chr7",77827718,NA
"chr7",77827725,NA
"chr7",77828940,NA
"chr7",77828944,NA
"chr7",77828959,NA
"chr7",77828977,NA
"chr7",77828982,NA
"chr7",77828991,NA
"chr7",78021636,NA
"chr7",78083422,NA
"chr7",78083435,NA
"chr7",78083436,NA
"chr7",78083437,NA
"chr7",78083440,NA
"chr7",78083455,NA
"chr7",78083457,NA
"chr7",78083476,NA
"chr7",78083485,NA
"chr7",78319728,NA
"chr7",78867410,NA
"chr7",78902684,NA
"chr7",78924689,NA
"chr7",79345224,NA
"chr7",80802110,NA
"chr7",80879380,NA
"chr7",80879394,NA
"chr7",80879402,NA
"chr7",80879403,NA
"chr7",80879412,NA
"chr7",80879426,NA
"chr7",80879439,NA
"chr7",81076831,NA
"chr7",81789334,NA
"chr7",81789337,NA
"chr7",81789342,NA
"chr7",81789354,NA
"chr7",81789384,NA
"chr7",81789396,NA
"chr7",81789407,NA
"chr7",81789412,NA
"chr7",81789414,NA
"chr7",82387493,NA
"chr7",82948594,NA
"chr7",83152236,NA
"chr7",83152243,NA
"chr7",83152252,NA
"chr7",83152268,NA
"chr7",83152275,NA
"chr7",83152302,NA
"chr7",83152314,NA
"chr7",83176261,NA
"chr7",83176262,NA
"chr7",83176275,NA
"chr7",83176330,NA
"chr7",83176336,NA
"chr7",83741780,NA
"chr7",83741781,NA
"chr7",83741796,NA
"chr7",83741833,NA
"chr7",84254469,NA
"chr7",84744822,NA
"chr7",85190304,NA
"chr7",86044730,NA
"chr7",86044751,NA
"chr7",86044791,NA
"chr7",86044792,NA
"chr7",86044793,NA
"chr7",86108996,NA
"chr7",86109003,NA
"chr7",86109021,NA
"chr7",86109050,NA
"chr7",86109059,NA
"chr7",86109064,NA
"chr7",86109066,NA
"chr7",86109072,NA
"chr7",86544667,NA
"chr7",86609941,NA
"chr7",86609952,NA
"chr7",86609972,NA
"chr7",86623241,NA
"chr7",86623242,NA
"chr7",86623254,NA
"chr7",86623263,NA
"chr7",86623300,NA
"chr7",86627187,NA
"chr7",86627190,NA
"chr7",86627195,NA
"chr7",86627206,NA
"chr7",86627217,NA
"chr7",86627218,NA
"chr7",86627249,NA
"chr7",86631766,NA
"chr7",86631793,NA
"chr7",86631837,NA
"chr7",86631842,NA
"chr7",87141814,NA
"chr7",87600926,NA
"chr7",88294647,NA
"chr7",89000849,NA
"chr7",89669745,NA
"chr7",90428370,NA
"chr7",90428373,NA
"chr7",90428374,NA
"chr7",90428391,NA
"chr7",90428392,NA
"chr7",90428399,NA
"chr7",90428418,NA
"chr7",90428428,NA
"chr7",91179891,NA
"chr7",91715662,NA
"chr7",92264410,NA
"chr7",92987445,NA
"chr7",93409247,NA
"chr7",93409248,NA
"chr7",93409253,NA
"chr7",93409263,NA
"chr7",93409304,NA
"chr7",94127068,NA
"chr7",94843104,NA
"chr7",95489550,NA
"chr7",96538312,NA
"chr7",96538314,NA
"chr7",96538320,NA
"chr7",96538324,NA
"chr7",96538330,NA
"chr7",96538334,NA
"chr7",96538337,NA
"chr7",96538353,NA
"chr7",96538357,NA
"chr7",96538363,NA
"chr7",97097087,NA
"chr7",97793209,NA
"chr7",97826232,NA
"chr7",98412574,NA
"chr7",99474427,NA
"chr7",99774122,NA
"chr7",99811313,NA
"chr7",100658717,NA
"chr7",100769538,NA
"chr7",101259815,NA
"chr7",101737626,NA
"chr7",101737627,NA
"chr7",101737633,NA
"chr7",101737667,NA
"chr7",101737672,NA
"chr7",101737679,NA
"chr7",101737688,NA
"chr7",102477176,NA
"chr7",103122645,NA
"chr7",103275803,NA
"chr7",103398483,NA
"chr7",103398485,NA
"chr7",104413849,NA
"chr7",104913228,NA
"chr7",105421568,NA
"chr7",105930018,NA
"chr7",105930019,NA
"chr7",106433598,NA
"chr7",106946195,NA
"chr7",107436136,NA
"chr7",107436145,NA
"chr7",107436146,NA
"chr7",107436187,NA
"chr7",107436224,NA
"chr7",107436231,NA
"chr7",107436232,NA
"chr7",107741054,NA
"chr7",107741071,NA
"chr7",107741074,NA
"chr7",107741084,NA
"chr7",107741092,NA
"chr7",108083505,NA
"chr7",108083506,NA
"chr7",108083513,NA
"chr7",108083561,NA
"chr7",108083580,NA
"chr7",108083596,NA
"chr7",108083600,NA
"chr7",108083604,NA
"chr7",108666977,NA
"chr7",108667014,NA
"chr7",108667038,NA
"chr7",108667040,NA
"chr7",108667046,NA
"chr7",108667054,NA
"chr7",108667060,NA
"chr7",109423176,NA
"chr7",110139435,NA
"chr7",110139436,NA
"chr7",110881718,NA
"chr7",111629366,NA
"chr7",111629373,NA
"chr7",111629386,NA
"chr7",111629388,NA
"chr7",111629389,NA
"chr7",111629407,NA
"chr7",111629411,NA
"chr7",111629434,NA
"chr7",111629446,NA
"chr7",111732480,NA
"chr7",111732482,NA
"chr7",111732497,NA
"chr7",111732512,NA
"chr7",111732514,NA
"chr7",111732520,NA
"chr7",111732531,NA
"chr7",111732555,NA
"chr7",111732556,NA
"chr7",111820090,NA
"chr7",112536740,NA
"chr7",113995614,NA
"chr7",113995615,NA
"chr7",114701125,NA
"chr7",114701129,NA
"chr7",114701131,NA
"chr7",114701140,NA
"chr7",114701146,NA
"chr7",114701154,NA
"chr7",114701188,NA
"chr7",114701200,NA
"chr7",114701215,NA
"chr7",115443837,NA
"chr7",115949014,NA
"chr7",116492368,NA
"chr7",117238379,NA
"chr7",117238381,NA
"chr7",117238395,NA
"chr7",117238397,NA
"chr7",117238421,NA
"chr7",117238437,NA
"chr7",117238443,NA
"chr7",117238445,NA
"chr7",118218174,NA
"chr7",118218225,NA
"chr7",118572059,NA
"chr7",118572060,NA
"chr7",118572063,NA
"chr7",118572066,NA
"chr7",118572084,NA
"chr7",118572085,NA
"chr7",118572091,NA
"chr7",118572100,NA
"chr7",118572101,NA
"chr7",118572109,NA
"chr7",118572111,NA
"chr7",118572116,NA
"chr7",118572125,NA
"chr7",118572128,NA
"chr7",118572134,NA
"chr7",118572144,NA
"chr7",118572150,NA
"chr7",118572158,NA
"chr7",118978523,NA
"chr7",120271086,NA
"chr7",120904659,NA
"chr7",120904660,NA
"chr7",120904690,NA
"chr7",120904709,NA
"chr7",120904727,NA
"chr7",120904756,NA
"chr7",120904757,NA
"chr7",120904790,NA
"chr7",120904817,NA
"chr7",121090859,NA
"chr7",121599284,NA
"chr7",122239360,NA
"chr7",122812281,NA
"chr7",123790401,NA
"chr7",124270574,NA
"chr7",125265983,NA
"chr7",125661664,NA
"chr7",126092908,NA
"chr7",126867650,NA
"chr7",127667515,NA
"chr7",127667516,NA
"chr7",128396345,NA
"chr7",129984990,NA
"chr7",130437124,NA
"chr7",130815342,NA
"chr7",130815345,NA
"chr7",130815401,NA
"chr7",130893610,NA
"chr7",130893619,NA
"chr7",130893677,NA
"chr7",130893689,NA
"chr7",131681953,NA
"chr7",132490352,NA
"chr7",132490363,NA
"chr7",132490366,NA
"chr7",132490367,NA
"chr7",132490369,NA
"chr7",132490389,NA
"chr7",132490398,NA
"chr7",132490415,NA
"chr7",132490424,NA
"chr7",132490441,NA
"chr7",132490444,NA
"chr7",132490446,NA
"chr7",132998113,NA
"chr7",133987039,NA
"chr7",133987050,NA
"chr7",133987063,NA
"chr7",133987093,NA
"chr7",134041588,NA
"chr7",134041589,NA
"chr7",134041598,NA
"chr7",134041608,NA
"chr7",134041616,NA
"chr7",134041634,NA
"chr7",134041642,NA
"chr7",134041645,NA
"chr7",135248286,NA
"chr7",135681518,NA
"chr7",136350100,NA
"chr7",137037140,NA
"chr7",137037157,NA
"chr7",137037181,NA
"chr7",137037189,NA
"chr7",137037195,NA
"chr7",137037202,NA
"chr7",137629146,NA
"chr7",138242626,NA
"chr7",138242627,NA
"chr7",139338133,NA
"chr7",139810152,NA
"chr7",140264267,NA
"chr7",140264280,NA
"chr7",140264329,NA
"chr7",140904472,NA
"chr7",141540492,NA
"chr7",141540503,NA
"chr7",141540515,NA
"chr7",141540548,NA
"chr7",142505154,NA
"chr7",143016166,NA
"chr7",143733963,NA
"chr7",143733966,NA
"chr7",143733984,NA
"chr7",143734001,NA
"chr7",143734041,NA
"chr7",143734046,NA
"chr7",143734054,NA
"chr7",143734056,NA
"chr7",144134596,NA
"chr7",144134600,NA
"chr7",144134626,NA
"chr7",144134633,NA
"chr7",144134651,NA
"chr7",144662674,NA
"chr7",145249063,NA
"chr7",145249084,NA
"chr7",145249101,NA
"chr7",145249145,NA
"chr7",145933157,NA
"chr7",146710857,NA
"chr7",146710885,NA
"chr7",146710889,NA
"chr7",146710897,NA
"chr7",146710901,NA
"chr7",146710908,NA
"chr7",146710909,NA
"chr7",147028927,NA
"chr7",147028953,NA
"chr7",147028960,NA
"chr7",147028963,NA
"chr7",147028987,NA
"chr7",147028988,NA
"chr7",147202854,NA
"chr7",147202875,NA
"chr7",147202876,NA
"chr7",147202879,NA
"chr7",147202892,NA
"chr7",147202897,NA
"chr7",147674678,NA
"chr7",147674683,NA
"chr7",147674687,NA
"chr7",147674692,NA
"chr7",147674725,NA
"chr7",147674732,NA
"chr7",147674734,NA
"chr7",147674749,NA
"chr7",147674751,NA
"chr7",147717772,NA
"chr7",147717792,NA
"chr7",147717798,NA
"chr7",147717804,NA
"chr7",147717818,NA
"chr7",147717831,NA
"chr7",147717840,NA
"chr7",147717849,NA
"chr7",147717868,NA
"chr7",147725405,NA
"chr7",147725411,NA
"chr7",147725440,NA
"chr7",147725461,NA
"chr7",148038771,NA
"chr7",148038785,NA
"chr7",148038786,NA
"chr7",148038788,NA
"chr7",148038823,NA
"chr7",148643005,NA
"chr7",149172966,NA
"chr7",149566175,NA
"chr7",150117665,NA
"chr7",150486083,NA
"chr7",150991795,NA
"chr7",151430709,NA
"chr7",152244041,NA
"chr7",152244042,NA
"chr7",153065486,NA
"chr7",153065503,NA
"chr7",153065521,NA
"chr7",153065527,NA
"chr7",153065533,NA
"chr7",153065534,NA
"chr7",153065538,NA
"chr7",153065542,NA
"chr7",153622382,NA
"chr7",154087185,NA
"chr7",155320784,NA
"chr7",155835555,NA
"chr7",155835556,NA
"chr7",156471147,NA
"chr7",156471148,NA
"chr7",157140299,NA
"chr7",157742912,NA
"chr7",158450965,NA
"chr7",159055637,NA
"chr7",159055639,NA
"chr7",159055662,NA
"chr7",159055664,NA
"chr7",159055667,NA
"chr7",159055675,NA
"chr7",159055698,NA
"chr7",159055701,NA
"chr7",159083380,NA
"chr7",159083395,NA
"chr7",159083396,NA
"chr7",159083431,NA
"chr8",565232,NA
"chr8",1682876,NA
"chr8",2387976,NA
"chr8",3176639,NA
"chr8",3489756,NA
"chr8",4166426,NA
"chr8",4676661,NA
"chr8",5192137,NA
"chr8",5192138,NA
"chr8",5192151,NA
"chr8",5192154,NA
"chr8",5192155,NA
"chr8",5192163,NA
"chr8",5192171,NA
"chr8",5192176,NA
"chr8",5192179,NA
"chr8",5192182,NA
"chr8",5192195,NA
"chr8",5516171,NA
"chr8",5516172,NA
"chr8",5516182,NA
"chr8",5516187,NA
"chr8",5516192,NA
"chr8",5516230,NA
"chr8",5516232,NA
"chr8",6327274,NA
"chr8",6710357,NA
"chr8",6911971,NA
"chr8",8121009,NA
"chr8",8799059,NA
"chr8",8799071,NA
"chr8",8799081,NA
"chr8",8799083,NA
"chr8",8799084,NA
"chr8",8799085,NA
"chr8",8799089,NA
"chr8",8799111,NA
"chr8",9615469,NA
"chr8",9615470,NA
"chr8",10090097,NA
"chr8",10470914,NA
"chr8",10470915,NA
"chr8",11096153,NA
"chr8",11142918,NA
"chr8",11142941,NA
"chr8",11142950,NA
"chr8",11142970,NA
"chr8",11268077,NA
"chr8",11587233,NA
"chr8",11852869,NA
"chr8",12586261,NA
"chr8",13174945,NA
"chr8",13745588,NA
"chr8",14550156,NA
"chr8",14550158,NA
"chr8",14550186,NA
"chr8",14550190,NA
"chr8",14550194,NA
"chr8",14550200,NA
"chr8",14550212,NA
"chr8",14639552,NA
"chr8",14639555,NA
"chr8",15140634,NA
"chr8",15674045,NA
"chr8",16170653,NA
"chr8",17303403,NA
"chr8",17928920,NA
"chr8",17928928,NA
"chr8",17928931,NA
"chr8",17928932,NA
"chr8",17928936,NA
"chr8",17928938,NA
"chr8",17928944,NA
"chr8",17928945,NA
"chr8",17928947,NA
"chr8",17928949,NA
"chr8",17928964,NA
"chr8",17928975,NA
"chr8",17928977,NA
"chr8",17928979,NA
"chr8",17928982,NA
"chr8",17928983,NA
"chr8",17928994,NA
"chr8",17928999,NA
"chr8",18100755,NA
"chr8",18261493,NA
"chr8",18261497,NA
"chr8",18515840,NA
"chr8",18515884,NA
"chr8",18515886,NA
"chr8",18515895,NA
"chr8",18515902,NA
"chr8",18916990,NA
"chr8",19580291,NA
"chr8",21000968,NA
"chr8",21678644,NA
"chr8",23111404,NA
"chr8",23769205,NA
"chr8",23769206,NA
"chr8",24413002,NA
"chr8",24413010,NA
"chr8",24413030,NA
"chr8",24413058,NA
"chr8",24413065,NA
"chr8",24413086,NA
"chr8",24413094,NA
"chr8",24413096,NA
"chr8",24413098,NA
"chr8",24533193,NA
"chr8",24589509,NA
"chr8",24589592,NA
"chr8",25039701,NA
"chr8",25544679,NA
"chr8",26029436,NA
"chr8",26505518,NA
"chr8",26980587,NA
"chr8",27434722,NA
"chr8",27895828,NA
"chr8",28382420,NA
"chr8",28382428,NA
"chr8",28382439,NA
"chr8",28382440,NA
"chr8",28382444,NA
"chr8",28382445,NA
"chr8",28382463,NA
"chr8",28382465,NA
"chr8",28382475,NA
"chr8",28382484,NA
"chr8",28968650,NA
"chr8",29496761,NA
"chr8",29516481,NA
"chr8",29516482,NA
"chr8",29516528,NA
"chr8",29728254,NA
"chr8",29728264,NA
"chr8",29728266,NA
"chr8",29728279,NA
"chr8",29728285,NA
"chr8",29728307,NA
"chr8",29728311,NA
"chr8",29728324,NA
"chr8",29728330,NA
"chr8",30349914,NA
"chr8",30859050,NA
"chr8",31397748,NA
"chr8",32202595,NA
"chr8",32202596,NA
"chr8",32202611,NA
"chr8",32202612,NA
"chr8",32202615,NA
"chr8",32202626,NA
"chr8",32202640,NA
"chr8",32202652,NA
"chr8",32205005,NA
"chr8",32205008,NA
"chr8",32205012,NA
"chr8",32205015,NA
"chr8",32205045,NA
"chr8",32205048,NA
"chr8",32205069,NA
"chr8",32526955,NA
"chr8",33057701,NA
"chr8",33057714,NA
"chr8",33057728,NA
"chr8",33057748,NA
"chr8",33057760,NA
"chr8",33057762,NA
"chr8",33172695,NA
"chr8",33172701,NA
"chr8",33172702,NA
"chr8",33172707,NA
"chr8",33172747,NA
"chr8",33746854,NA
"chr8",34319839,NA
"chr8",34319843,NA
"chr8",34319845,NA
"chr8",34319851,NA
"chr8",34319853,NA
"chr8",34319860,NA
"chr8",34319867,NA
"chr8",34319871,NA
"chr8",34319879,NA
"chr8",34319890,NA
"chr8",34319905,NA
"chr8",34319909,NA
"chr8",34319931,NA
"chr8",34319936,NA
"chr8",34334974,NA
"chr8",34334976,NA
"chr8",34334977,NA
"chr8",34334999,NA
"chr8",34335005,NA
"chr8",34815616,NA
"chr8",35211457,NA
"chr8",35916718,NA
"chr8",36092421,NA
"chr8",36548164,NA
"chr8",37811922,NA
"chr8",38436258,NA
"chr8",38736088,NA
"chr8",38736089,NA
"chr8",38820363,NA
"chr8",38820400,NA
"chr8",38820409,NA
"chr8",38820423,NA
"chr8",38820425,NA
"chr8",38820437,NA
"chr8",38858430,NA
"chr8",38858431,NA
"chr8",39557645,NA
"chr8",39948961,NA
"chr8",41030574,NA
"chr8",42351176,NA
"chr8",48555829,NA
"chr8",48555830,NA
"chr8",49192876,NA
"chr8",50059809,NA
"chr8",50786484,NA
"chr8",51056341,NA
"chr8",52022429,NA
"chr8",52022432,NA
"chr8",52022446,NA
"chr8",52022471,NA
"chr8",52022472,NA
"chr8",52022485,NA
"chr8",52025120,NA
"chr8",52025123,NA
"chr8",52025124,NA
"chr8",52025130,NA
"chr8",52025414,NA
"chr8",52025425,NA
"chr8",52025434,NA
"chr8",52025449,NA
"chr8",52025465,NA
